カテゴリID,カテゴリ名,カテゴリ名（フル）
J7uFmcNc2tBR3nRFGS8uvC,その他,車・バイク・自転車 > 車 > パーツ > クラッチ・ミッション・駆動系 > その他
TsEYpfCdyVqvtrdnk84tFN,スパークプラグ,車・バイク・自転車 > 車 > パーツ > 電装品 > スパークプラグ
xzuxfWW62Mm8gFm28UAp98,アーシング,車・バイク・自転車 > 車 > パーツ > 電装品 > アーシング
UU44BAJ75nWx7asgn74ttN,プラグコード,車・バイク・自転車 > 車 > パーツ > 電装品 > プラグコード
uiut4zDtuj89zK6xXyE6Mj,その他,車・バイク・自転車 > 車 > パーツ > 電装品 > その他
q2CwdsJ4j6ABSm95r6os3A,シート本体,車・バイク・自転車 > 車 > パーツ > シート > シート本体
BJJPC7wYzWe4pfhfLeHV7g,レール,車・バイク・自転車 > 車 > パーツ > シート > レール
iAk5H564fVHtviiRqwk4YV,その他,車・バイク・自転車 > 車 > パーツ > シート > その他
Uri9JZhBhrFqcFu7qQErWk,タコメーター,車・バイク・自転車 > 車 > パーツ > 計器 > タコメーター
x2uwMmEsPWBKCB2t8ud9RE,追加メーター,車・バイク・自転車 > 車 > パーツ > 計器 > 追加メーター
ynnVyYZ66rjyHKPHhLeB3K,その他,車・バイク・自転車 > 車 > パーツ > 計器 > その他
tfcFw7oRNLudRzEgpiUSXb,エアコンフィルター,車・バイク・自転車 > 車 > パーツ > フィルター > エアコンフィルター
D3dSJNhn2XZystyrpUHjck,エアフィルター・エアクリーナー,車・バイク・自転車 > 車 > パーツ > フィルター > エアフィルター・エアクリーナー
MswRCMYFBP2vYELGMUkoEb,その他,車・バイク・自転車 > 車 > パーツ > フィルター > その他
LpGsF6rSZxYuV7iireJ4uT,インダッシュ,車・バイク・自転車 > 車 > カーナビ > モニター > インダッシュ
AnddRnin3RDifUny5wEDra,オンダッシュ,車・バイク・自転車 > 車 > カーナビ > モニター > オンダッシュ
xgTpYjARX4xBCFMuKz6hH3,バイザー,車・バイク・自転車 > 車 > カーナビ > モニター > バイザー
bYZCJ6qxWy9RkvDNHUNQEn,バックミラー,車・バイク・自転車 > 車 > カーナビ > モニター > バックミラー
jZKWZo6APjTXShnFpt2yAj,フリップダウン,車・バイク・自転車 > 車 > カーナビ > モニター > フリップダウン
5JdgbB4788saQUxN4SY6S,ヘッドレスト,車・バイク・自転車 > 車 > カーナビ > モニター > ヘッドレスト
GF9Xfn6MGsFvsVChs8YdwV,その他,車・バイク・自転車 > 車 > カーナビ > モニター > その他
XPmQQYfbcvvNNEHr44qny3,アナログチューナー,車・バイク・自転車 > 車 > カーナビ > TVチューナー > アナログチューナー
qdvEqUZYYX5Q7jQaq8hEZZ,ワンセグ専用チューナー,車・バイク・自転車 > 車 > カーナビ > TVチューナー > ワンセグ専用チューナー
YDT4M7XVZCwcAVhnUmb7Bh,地デジチューナー,車・バイク・自転車 > 車 > カーナビ > TVチューナー > 地デジチューナー
a9i3ow2MpVfEB6Xx4sxMxa,その他,車・バイク・自転車 > 車 > カーナビ > TVチューナー > その他
sguLwZdeEupUVMARz6tDaf,GPSアンテナ,車・バイク・自転車 > 車 > カーナビ > アンテナ > GPSアンテナ
9QEBGGiRvopZJPvZWower,VICSアンテナ,車・バイク・自転車 > 車 > カーナビ > アンテナ > VICSアンテナ
s6sfZ9LwbFMbeni5NnCqQ3,アンテナブースター,車・バイク・自転車 > 車 > カーナビ > アンテナ > アンテナブースター
JwyFMbnwrFv4em8kE5ks59,ダイバーシティアンテナ,車・バイク・自転車 > 車 > カーナビ > アンテナ > ダイバーシティアンテナ
QiQmojA6AXdUEsGbmbGPbh,フィルムアンテナ,車・バイク・自転車 > 車 > カーナビ > アンテナ > フィルムアンテナ
uqeHVonmoFGK7Y3Muhinwa,ラジオ用アンテナ,車・バイク・自転車 > 車 > カーナビ > アンテナ > ラジオ用アンテナ
RJQt6ksdAjxnNm3rsJPV3a,その他,車・バイク・自転車 > 車 > カーナビ > アンテナ > その他
QkFBBJqSbMfrbS7H5suBaL,CD-ROM,車・バイク・自転車 > 車 > カーナビ > ソフトウェア > CD-ROM
q4s3kB5YvRrfnWFSHqvSkR,DVD-ROM,車・バイク・自転車 > 車 > カーナビ > ソフトウェア > DVD-ROM
EfwusDmyJLSVFTpFYkZsfb,カーナビ用SDカード,車・バイク・自転車 > 車 > カーナビ > ソフトウェア > カーナビ用SDカード
zpBeHrjS39xrjnuP7h2QoE,その他,車・バイク・自転車 > 車 > カーナビ > ソフトウェア > その他
p4bw9CJht8WS5JBGZfUeYE,FMトランスミッター,車・バイク・自転車 > 車 > カーオーディオ > ヘッドユニット > FMトランスミッター
NQRdvGnEThDyX9v3BtP5Vj,デッキ・プレイヤー・チェンジャー,車・バイク・自転車 > 車 > カーオーディオ > ヘッドユニット > デッキ・プレイヤー・チェンジャー
RAgE7tWSWk9qKcFmyi759K,その他,車・バイク・自転車 > 車 > カーオーディオ > ヘッドユニット > その他
jU9c2nTLCBiJiA3p9pyYkj,ツィーター,車・バイク・自転車 > 車 > カーオーディオ > スピーカー > ツィーター
TL84jaZgXQNLrRxs94Dcwc,天吊り・天井タイプ,車・バイク・自転車 > 車 > カーオーディオ > スピーカー > 天吊り・天井タイプ
4Nyw4YCxQ7HUnVzfkQCsQ7,据置・ボックスタイプ,車・バイク・自転車 > 車 > カーオーディオ > スピーカー > 据置・ボックスタイプ
nxyinwNtDy7BejUFDMCQdE,楕円タイプ,車・バイク・自転車 > 車 > カーオーディオ > スピーカー > 楕円タイプ
uGeCnqHvkXTEXFrCrGPCzm,その他,車・バイク・自転車 > 車 > カーオーディオ > スピーカー > その他
4JtPUenQB7GWaot5vm9ZM3,エンジンオイル,車・バイク・自転車 > 車 > メンテナンス > オイル > エンジンオイル
7NeADeSLU2w3zZLf7TKNmJ,ATフルード,車・バイク・自転車 > 車 > メンテナンス > オイル > ATフルード
KmDfBZaG9ZbSehXgNWA9DR,ミッションオイル・ギアオイル,車・バイク・自転車 > 車 > メンテナンス > オイル > ミッションオイル・ギアオイル
LGvAanHTidRo6krUQtRgZH,パワステフルード,車・バイク・自転車 > 車 > メンテナンス > オイル > パワステフルード
MbtzZDZzPanrkjtJz4yEgR,ブレーキフルード,車・バイク・自転車 > 車 > メンテナンス > オイル > ブレーキフルード
ihkxrL45GRM6u7d9TmNzSm,添加剤,車・バイク・自転車 > 車 > メンテナンス > オイル > 添加剤
rHMyecXyrXK2EaA3w53PCm,漏れ止め剤,車・バイク・自転車 > 車 > メンテナンス > オイル > 漏れ止め剤
TfkkXYEAF7Zss6yqyftb7d,その他,車・バイク・自転車 > 車 > メンテナンス > オイル > その他
MQ3AyUovi8Kntm4XbjkS8N,洗剤,車・バイク・自転車 > 車 > メンテナンス > 洗車 > 洗剤
oSkXUjoretG7EbrtedTFxE,ワックス,車・バイク・自転車 > 車 > メンテナンス > 洗車 > ワックス
hz4pjZDTBZ5uUEcoRe3k6a,スポンジ,車・バイク・自転車 > 車 > メンテナンス > 洗車 > スポンジ
8JE6VRHbeuXAsM62tzXMaT,その他,車・バイク・自転車 > 車 > メンテナンス > 洗車 > その他
3jzE5JU2ZCVCgLc2ztAoGT,ブレード,車・バイク・自転車 > 車 > メンテナンス > ワイパー > ブレード
tL4QHUCb6pXYSogNmPbVWc,替えゴム,車・バイク・自転車 > 車 > メンテナンス > ワイパー > 替えゴム
Xwk76T2sk4PmuLGtAPRJY3,その他,車・バイク・自転車 > 車 > メンテナンス > ワイパー > その他
EbwGp4LefY2dfLfwXcNJ2d,12インチ以下,車・バイク・自転車 > 車 > タイヤ・ホイール > タイヤ・ホイールセット > 12インチ以下
4S2VNmAgdd7Q5Y8iwktpqQ,13インチ,車・バイク・自転車 > 車 > タイヤ・ホイール > タイヤ・ホイールセット > 13インチ
YPJVeEEjkY5kpfwW7dBJMn,14インチ,車・バイク・自転車 > 車 > タイヤ・ホイール > タイヤ・ホイールセット > 14インチ
6DUgd6Zg5ohc63Ac2Dk2fP,15インチ,車・バイク・自転車 > 車 > タイヤ・ホイール > タイヤ・ホイールセット > 15インチ
No9v8DtNdr6y7fbPjnWUGg,16インチ,車・バイク・自転車 > 車 > タイヤ・ホイール > タイヤ・ホイールセット > 16インチ
jZqFwSMRaJdZE2nUQtQzrk,17インチ,車・バイク・自転車 > 車 > タイヤ・ホイール > タイヤ・ホイールセット > 17インチ
fbdrAasmZR8HQMSUgSxJiU,18インチ,車・バイク・自転車 > 車 > タイヤ・ホイール > タイヤ・ホイールセット > 18インチ
CEcvCpgVQbkc46AvCEwpwJ,19インチ,車・バイク・自転車 > 車 > タイヤ・ホイール > タイヤ・ホイールセット > 19インチ
cFFdLMQhYEZ3bZtEvwN9ph,20インチ,車・バイク・自転車 > 車 > タイヤ・ホイール > タイヤ・ホイールセット > 20インチ
XSuBYJPZBYqXmnmof9iYn7,21インチ,車・バイク・自転車 > 車 > タイヤ・ホイール > タイヤ・ホイールセット > 21インチ
3odBCgRHTDu3ZPVyFH73n8,22インチ,車・バイク・自転車 > 車 > タイヤ・ホイール > タイヤ・ホイールセット > 22インチ
J5WersWAwUFsReNuSKYCsB,23インチ以上,車・バイク・自転車 > 車 > タイヤ・ホイール > タイヤ・ホイールセット > 23インチ以上
vX4Sg5P8chiU4xjwoMNJHK,競技用,車・バイク・自転車 > 車 > タイヤ・ホイール > タイヤ > 競技用
4P8Ni3QTE3ZySEoiHTAjoY,その他,車・バイク・自転車 > 車 > タイヤ・ホイール > タイヤ > その他
XDg84nBvwk3Jm5YB5a8qzM,12インチ以下,車・バイク・自転車 > 車 > タイヤ・ホイール > ホイール > 12インチ以下
vxgU4V72EjKaE3boYFwFo3,13インチ,車・バイク・自転車 > 車 > タイヤ・ホイール > ホイール > 13インチ
87JzNGp2a3a6haqzcDFSDn,14インチ,車・バイク・自転車 > 車 > タイヤ・ホイール > ホイール > 14インチ
w4AjRwzFHyRe9Fhc8Jm47i,15インチ,車・バイク・自転車 > 車 > タイヤ・ホイール > ホイール > 15インチ
B6TqCpKYS9PFEDt4nUad2i,16インチ,車・バイク・自転車 > 車 > タイヤ・ホイール > ホイール > 16インチ
SwetHgoEBghxarBuzgn7Lk,17インチ,車・バイク・自転車 > 車 > タイヤ・ホイール > ホイール > 17インチ
RRsvWHPiC4ethmu5rSQSvZ,18インチ,車・バイク・自転車 > 車 > タイヤ・ホイール > ホイール > 18インチ
HXBjM2bDsLqMruULvnhGpD,19インチ,車・バイク・自転車 > 車 > タイヤ・ホイール > ホイール > 19インチ
RVB8vETV5PXcU7hJkbfCWG,20インチ,車・バイク・自転車 > 車 > タイヤ・ホイール > ホイール > 20インチ
KmPgJ42GNT6eLQRqpXsUhS,21インチ,車・バイク・自転車 > 車 > タイヤ・ホイール > ホイール > 21インチ
a7MySPbSwwvwU7kF5DdHgF,22インチ,車・バイク・自転車 > 車 > タイヤ・ホイール > ホイール > 22インチ
WSRWfWb4nVLpPpRQB55Wyh,23インチ以上,車・バイク・自転車 > 車 > タイヤ・ホイール > ホイール > 23インチ以上
4QTSuewBCkuMHtvDNu3di9,金属チェーン,車・バイク・自転車 > 車 > タイヤ・ホイール > チェーン・滑り止め > 金属チェーン
HSAuzsDThsweyGBK62rLJd,非金属チェーン,車・バイク・自転車 > 車 > タイヤ・ホイール > チェーン・滑り止め > 非金属チェーン
oBFT7YrZPwJvsGK8Bz5C3i,その他,車・バイク・自転車 > 車 > タイヤ・ホイール > チェーン・滑り止め > その他
aPwXVCtVApRyfF66BQti5M,4穴,車・バイク・自転車 > 車 > タイヤ・ホイール > スペーサー > 4穴
iMWb4jwrnQMeDd4Bv9GkjN,5穴,車・バイク・自転車 > 車 > タイヤ・ホイール > スペーサー > 5穴
y2nfbDi8izbGSChS47uWsJ,6穴,車・バイク・自転車 > 車 > タイヤ・ホイール > スペーサー > 6穴
auu7y4ZxpVBrZPr8oknVgC,その他,車・バイク・自転車 > 車 > タイヤ・ホイール > スペーサー > その他
XbyTUcDKXgakwmk7W7u8pf,シートベルト本体,車・バイク・自転車 > 車 > セーフティ > シートベルト > シートベルト本体
HyF3cGHeQHHAfyMdimDXLo,パッド,車・バイク・自転車 > 車 > セーフティ > シートベルト > パッド
6QUvzdQJb7fXEfMaTDrXdL,その他,車・バイク・自転車 > 車 > セーフティ > シートベルト > その他
7gkUXypSiFjXcV3SBdKSX4,パンタグラフジャッキ,車・バイク・自転車 > 車 > 工具 > ジャッキ > パンタグラフジャッキ
br6qGALYUhkjvTNDkgBzqK,フロアジャッキ,車・バイク・自転車 > 車 > 工具 > ジャッキ > フロアジャッキ
KJ9gDhmcPqvVCAqp3NEL9,その他,車・バイク・自転車 > 車 > 工具 > ジャッキ > その他
TxaTketSjqcJobEK2ey5Ui,オンロード,車・バイク・自転車 > バイク > パーツ > タイヤ > オンロード
MSDPesRAAqewmmYrGMJTcP,オフロード,車・バイク・自転車 > バイク > パーツ > タイヤ > オフロード
5mAB3hKYXC5VsZPzpExANF,スクーター・ミニバイク用,車・バイク・自転車 > バイク > パーツ > タイヤ > スクーター・ミニバイク用
GY54JoseAo55DkbSMHoUqX,その他,車・バイク・自転車 > バイク > パーツ > タイヤ > その他
8WmoLAPFqjeLz64ZTSTMPC,上下セット,車・バイク・自転車 > バイク > バイクウェア・装備 > 雨具 > 上下セット
tq5mRCYuXdgJH3thVxpkci,ブーツ・シューズカバー,車・バイク・自転車 > バイク > バイクウェア・装備 > 雨具 > ブーツ・シューズカバー
JQgT4TYDuRz6jEJ8oAWzJJ,グローブ,車・バイク・自転車 > バイク > バイクウェア・装備 > 雨具 > グローブ
Ze92RavgNJMNdUs2DpxZZ5,その他,車・バイク・自転車 > バイク > バイクウェア・装備 > 雨具 > その他
CaayokRtWToW9FVi9aM3WK,ジェットヘルメット,車・バイク・自転車 > バイク > セキュリティ・セーフティ > ヘルメット・シールド > ジェットヘルメット
UHcqnt95vg6fiZejkjcZ7E,フルフェイス,車・バイク・自転車 > バイク > セキュリティ・セーフティ > ヘルメット・シールド > フルフェイス
NLqV9hY5RJYoncdRA5hVrU,半帽・半キャップ,車・バイク・自転車 > バイク > セキュリティ・セーフティ > ヘルメット・シールド > 半帽・半キャップ
dpCaAcgmtTH2s3ATweoVD5,シールド,車・バイク・自転車 > バイク > セキュリティ・セーフティ > ヘルメット・シールド > シールド
9r3cXW56HksH5vsW3tkyfS,その他,車・バイク・自転車 > バイク > セキュリティ・セーフティ > ヘルメット・シールド > その他
nBatXLRPyRDfY5rv2TrQcR,その他,車・バイク・自転車 > バイク > セキュリティ・セーフティ > プロテクター > その他
YgiQLbLdKWkU9RYpstjF5A,上半身,車・バイク・自転車 > バイク > セキュリティ・セーフティ > プロテクター > 上半身
hPt67iP4tCzigjfm245cAb,肘,車・バイク・自転車 > バイク > セキュリティ・セーフティ > プロテクター > 肘
wYRcdnnxbfuKQxSx4nnXMf,膝,車・バイク・自転車 > バイク > セキュリティ・セーフティ > プロテクター > 膝
8wupVyH2ntLKkgvP7S7tVV,首,車・バイク・自転車 > バイク > セキュリティ・セーフティ > プロテクター > 首
